InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
86542264,55129850,Great Gift,5,2023-03-30 07:32:23,54.31,772909146,United Kingdom
16664512,62574413,Oil Gift,10,2023-01-22 23:35:07,50.17,109409462,United Kingdom
54799357,92056061,Thus Gift,9,2023-03-10 14:00:54,68.01,753001372,United Kingdom
80392321,68191815,Turn Gift,1,2023-04-28 19:07:26,78.03,392899705,United Kingdom
53094228,50907610,On Gift,20,2022-12-15 12:15:23,61.94,122229133,United Kingdom
20538860,81598394,Know Gift,12,2023-03-26 19:12:04,59.04,547137844,United Kingdom
33072238,37781964,First Gift,4,2023-03-08 04:15:17,89.34,615209314,United Kingdom
58664585,12895309,Measure Gift,4,2022-12-16 23:56:39,64.67,738668212,United Kingdom
68401352,51684515,Analysis Gift,9,2023-02-13 10:42:15,62.57,515224457,United Kingdom
82082097,55012620,Assume Gift,9,2023-05-27 08:59:07,70.12,142034836,United Kingdom
54764983,86030215,Large Gift,13,2022-12-27 18:06:37,8.63,833126513,United Kingdom
96319684,64707968,Hope Gift,13,2023-01-31 16:53:46,44.32,535399725,United Kingdom
82379631,36110458,Visit Gift,10,2023-05-29 09:29:28,50.02,905347216,United Kingdom
36626297,47660152,Big Gift,2,2022-12-17 18:33:52,22.23,968240369,United Kingdom
25566076,73415758,Present Gift,17,2023-02-26 20:57:46,4.85,633524949,United Kingdom
93979594,72456557,Continue Gift,12,2023-01-07 15:01:21,2.38,244102918,United Kingdom
49174632,10623377,Majority Gift,2,2023-02-13 10:00:11,30.39,646403937,United Kingdom
49564658,68383618,Theory Gift,8,2022-12-11 03:53:22,68.77,953836933,United Kingdom
55442252,61191507,Only Gift,13,2023-01-08 15:54:08,45.7,398175406,United Kingdom
57339055,44632319,Cell Gift,6,2022-12-11 01:24:59,80.4,650590264,United Kingdom
61799728,76256161,Car Gift,5,2023-06-29 04:42:03,88.78,725757584,United Kingdom
71441528,38801616,Last Gift,12,2023-03-18 07:02:07,41.93,477574306,United Kingdom
12595981,20901232,Line Gift,20,2023-01-16 02:48:10,99.06,338490799,United Kingdom
43316509,12004698,People Gift,16,2023-02-10 17:07:01,30.8,438711516,United Kingdom
28597945,34845297,Work Gift,19,2023-05-28 06:57:15,57.75,276645132,United Kingdom
92204430,79350409,Television Gift,13,2023-05-26 23:51:45,77.26,823839409,United Kingdom
56398508,53341708,Through Gift,19,2023-02-27 04:43:41,11.05,713742546,United Kingdom
69179201,58754925,Tonight Gift,19,2023-05-25 13:06:00,18.22,654147501,United Kingdom
93512108,36932821,It Gift,5,2022-12-14 23:36:46,96.56,299335018,United Kingdom
77979022,82089049,Develop Gift,14,2023-03-08 04:37:19,82.17,542665914,United Kingdom
85932778,31710316,Take Gift,4,2023-06-08 08:05:39,29.09,235445800,United Kingdom
89372854,12453296,Rate Gift,10,2023-05-08 17:28:38,89.69,609188719,United Kingdom
90341357,24722888,All Gift,19,2023-03-26 00:45:05,87.07,878946727,United Kingdom
96432659,89139959,Recently Gift,10,2022-12-10 23:53:29,12.95,800166851,United Kingdom
87126572,28542236,Sell Gift,13,2023-06-01 10:49:41,82.5,784178412,United Kingdom
48580576,46721219,Growth Gift,13,2023-06-08 20:31:09,60.5,753490905,United Kingdom
63373868,56487704,Start Gift,6,2023-05-14 19:38:42,49.86,189025820,United Kingdom
87835929,72161955,Meeting Gift,15,2023-03-07 01:29:40,86.32,431207689,United Kingdom
96320437,17756135,Well Gift,11,2023-03-16 20:43:55,42.84,361922593,United Kingdom
88995875,52614685,Heavy Gift,11,2022-12-05 04:15:45,87.08,116688677,United Kingdom
93781844,30566279,Pm Gift,15,2023-01-21 18:05:09,36.48,724069630,United Kingdom
93202072,58125209,Night Gift,14,2023-02-06 05:43:17,28.45,142078615,United Kingdom
52462691,77817938,Begin Gift,5,2023-01-10 22:13:24,5.91,968500775,United Kingdom
13387076,72247225,Level Gift,5,2023-05-13 06:38:45,71.86,935965554,United Kingdom
33727967,38576202,Authority Gift,12,2023-03-17 12:36:24,52.31,309897955,United Kingdom
38438782,65397446,Political Gift,14,2023-04-19 09:24:55,69.84,970214704,United Kingdom
54076901,25430906,Section Gift,3,2023-03-21 22:18:55,55.14,800166851,United Kingdom
27292441,46638840,Dog Gift,2,2023-06-17 02:24:38,92.92,465510417,United Kingdom
82330177,62374296,Western Gift,12,2023-06-26 06:27:36,27.34,339479357,United Kingdom
65258147,40205416,Physical Gift,12,2023-01-07 08:04:12,54.66,874900802,United Kingdom
12014039,12233286,Fast Gift,1,2023-03-01 08:26:30,6.8,539164512,United Kingdom
35942125,16217045,Source Gift,12,2023-02-08 01:44:20,46.99,797341356,United Kingdom
94692227,54171940,Entire Gift,8,2022-12-27 09:36:36,26.89,786015764,United Kingdom
97914561,86391809,Series Gift,8,2023-05-10 03:48:26,82.48,773301262,United Kingdom
C64362541,51461037,Practice Gift,20,2023-06-12 16:38:36,82.64,861463151,United Kingdom
82736490,26677612,Type Gift,6,2023-05-20 13:10:34,29.69,683630135,United Kingdom
68099755,67209839,Will Gift,15,2023-05-29 07:48:52,13.69,865532074,United Kingdom
C17537161,76630601,Decide Gift,2,2023-01-19 16:10:46,88.74,878728196,United Kingdom
62600975,16485379,Family Gift,4,2023-01-26 13:51:34,58.17,877099181,United Kingdom
41665222,46680278,Finish Gift,13,2023-06-10 14:05:33,33.66,739663022,United Kingdom
78023875,69752552,Whether Gift,5,2023-02-19 03:34:06,64.56,284145261,United Kingdom
26747455,41319784,Probably Gift,12,2022-12-07 13:34:50,32.26,429993381,United Kingdom
31448207,12361805,Every Gift,9,2023-01-05 04:37:00,94.23,657902018,United Kingdom
88221920,16485379,Family Gift,10,2023-06-12 04:15:55,89.76,559961030,United Kingdom
66454468,30020146,Book Gift,20,2023-02-05 21:56:43,53.31,259162940,United Kingdom
98382657,84094318,Require Gift,11,2023-03-20 09:06:19,10.77,134219472,United Kingdom
93543284,23134611,Away Gift,8,2023-06-29 23:09:39,88.35,694036508,United Kingdom
19754058,97862193,Run Gift,6,2022-12-24 07:43:08,54.46,963559325,United Kingdom
C73332833,29074510,Between Gift,13,2023-04-17 08:37:34,52.4,447710716,United Kingdom
47967425,70865612,Dinner Gift,18,2023-06-29 01:13:34,80.11,925330246,United Kingdom
21581524,18657152,His Gift,1,2022-12-04 04:32:46,98.28,387319753,United Kingdom
95117826,22694453,Investment Gift,19,2023-06-27 02:38:18,24.34,671098599,United Kingdom
61595473,67225810,Be Gift,8,2022-12-17 05:01:03,27.0,343239245,United Kingdom
78970152,47325562,Pull Gift,9,2023-01-03 01:16:34,56.8,515159335,United Kingdom
62363469,31161805,Life Gift,11,2023-05-31 08:44:25,48.78,216561872,United Kingdom
85602723,22351809,Either Gift,6,2023-01-14 04:22:35,10.33,708345199,United Kingdom
99084876,39231457,Opportunity Gift,19,2023-06-03 03:00:51,33.63,867394409,United Kingdom
42067857,92056061,Thus Gift,12,2023-03-03 17:41:29,15.44,781851319,United Kingdom
97989352,58726276,Card Gift,3,2023-03-25 03:16:12,33.7,848348194,United Kingdom
53780437,77228954,Politics Gift,9,2023-06-13 06:28:25,67.62,787147998,United Kingdom
C14634533,47939717,Positive Gift,13,2023-04-30 00:46:30,19.52,884335282,United Kingdom
89445862,69358096,Responsibility Gift,14,2022-12-08 23:35:57,96.2,893677385,United Kingdom
26665295,27703240,High Gift,16,2023-04-29 16:09:34,36.53,458903742,United Kingdom
84201175,38858797,Cut Gift,12,2022-12-21 03:02:12,47.69,683634596,United Kingdom
44826150,94112685,Statement Gift,16,2023-02-20 18:07:19,28.61,763063878,United Kingdom
85860580,37686156,Of Gift,6,2023-01-19 13:15:56,74.99,311336867,United Kingdom
14146053,47414043,Decade Gift,12,2022-12-20 15:10:09,24.84,458237306,United Kingdom
69086376,18136600,Front Gift,16,2023-06-16 12:34:01,10.85,792926136,United Kingdom
27746099,72433952,Off Gift,17,2023-05-03 00:10:34,85.13,893677385,United Kingdom
39670721,88708323,Factor Gift,11,2023-01-31 12:38:22,15.42,577434859,United Kingdom
51559182,96159303,Able Gift,7,2023-02-23 05:52:20,66.94,854889123,United Kingdom
75115513,20798907,Detail Gift,15,2022-12-04 19:42:34,38.65,433054409,United Kingdom
91250836,76299082,Early Gift,3,2023-05-12 14:22:57,8.53,985802302,United Kingdom
68534800,10904975,You Gift,14,2023-06-21 11:33:15,27.59,487370869,United Kingdom
11236860,26766553,Story Gift,7,2023-02-26 00:06:33,9.82,572826166,United Kingdom
64052713,72642996,Democratic Gift,19,2023-05-13 02:43:36,30.1,961735336,United Kingdom
86975605,58663275,Their Gift,19,2023-02-12 14:05:57,49.44,387705098,United Kingdom
67615615,77227748,Number Gift,4,2023-01-02 03:30:43,73.6,894263518,United Kingdom
64509387,56237171,Rock Gift,1,2023-03-20 08:26:16,62.5,181183073,Australia
53427759,97109931,Focus Gift,7,2023-04-20 06:32:22,4.53,705433026,United Kingdom
98976862,53256751,Economic Gift,6,2023-04-10 20:28:46,15.36,452312194,United Kingdom
30468743,43259165,Imagine Gift,13,2023-05-14 22:14:34,17.88,463915431,United Kingdom
72756044,10408812,Indicate Gift,6,2023-01-19 12:47:54,72.47,570067554,United Kingdom
85714411,95879948,Pass Gift,8,2023-01-26 19:34:55,53.67,572826166,United Kingdom
78158860,75452973,Return Gift,18,2023-05-18 06:40:59,28.31,471372408,United Kingdom
57547226,26161205,Condition Gift,7,2023-06-21 22:26:17,61.77,918512687,United Kingdom
94847380,11693506,After Gift,19,2023-04-29 21:32:40,12.23,232732338,United Kingdom
34994070,57436592,Three Gift,16,2023-05-08 17:52:02,15.44,991498851,United Kingdom
15489245,86281368,Partner Gift,5,2023-03-15 03:36:55,40.04,873050227,United Kingdom
10400093,54087149,Hour Gift,18,2023-02-28 01:59:11,12.97,720463879,United Kingdom
38151009,60626582,This Gift,4,2023-06-15 01:52:48,11.94,805759191,United Kingdom
61526576,84999010,Day Gift,15,2023-01-20 16:03:15,86.99,105831766,United Kingdom
67022030,99882984,Case Gift,2,2023-05-03 15:51:56,59.18,688195520,United Kingdom
C66806985,28933027,Must Gift,19,2023-03-18 23:09:34,57.1,625360148,United Kingdom
69759511,25419345,Develop Gift,14,2023-01-19 13:54:48,96.63,485120037,United Kingdom
71317958,92208512,Home Gift,3,2022-12-04 14:50:14,66.97,652109327,United Kingdom
76713804,74785878,Worry Gift,10,2023-01-26 09:51:26,46.73,850040738,United Kingdom
24994961,38576202,Authority Gift,8,2023-05-24 08:20:57,59.38,709614894,United Kingdom
52575929,50559642,Official Gift,7,2022-12-12 22:17:49,81.75,315524317,United Kingdom
89236871,27259636,Drug Gift,15,2023-05-07 05:26:02,87.04,743837567,United Kingdom
49510272,18882974,Different Gift,16,2023-01-04 16:26:24,83.84,660872116,United Kingdom
47142276,82145898,Marriage Gift,1,2023-01-10 17:03:10,65.42,749256690,United Kingdom
24675455,32918282,Computer Gift,9,2023-06-25 15:12:26,1.55,446466845,United Kingdom
74513131,57836687,Member Gift,15,2023-01-08 13:13:09,54.76,671852913,United Kingdom
10355103,81316209,Free Gift,7,2023-01-20 19:07:08,7.27,476718583,United Kingdom
19533208,95293753,My Gift,12,2023-03-03 09:20:33,72.15,216922606,United Kingdom
13090846,75864345,Author Gift,13,2023-01-03 03:36:00,94.39,989000574,United Kingdom
18817699,98041094,His Gift,16,2023-02-11 07:42:33,13.07,578747368,United Kingdom
34509603,10639674,Painting Gift,13,2023-04-27 01:54:42,30.51,748069392,United Kingdom
68189822,43371319,Interest Gift,20,2023-03-31 16:42:31,53.31,295851013,United Kingdom
53326258,48854655,Stock Gift,14,2023-03-26 00:35:14,33.04,431329527,United Kingdom
45477448,25543766,Sign Gift,5,2023-02-28 23:57:29,46.72,355426385,United Kingdom
44433370,98843126,Himself Gift,18,2023-03-27 17:46:38,38.41,744068251,United Kingdom
43590540,96451727,Director Gift,7,2023-03-17 16:45:28,51.8,683056786,United Kingdom
78952056,49694757,Resource Gift,9,2023-01-04 07:38:45,22.26,591094270,United Kingdom
31191904,42435974,Suffer Gift,17,2023-04-12 07:10:59,44.04,244102918,United Kingdom
72786605,85427385,Success Gift,8,2023-04-12 20:59:43,34.5,467619461,United Kingdom
21012176,30107177,Lawyer Gift,4,2023-05-08 00:03:26,29.99,619028471,United Kingdom
87231108,73338172,Argue Gift,17,2023-02-28 15:00:20,10.91,265936082,United Kingdom
63426141,24169491,Today Gift,9,2023-02-20 00:40:42,62.98,911931932,United Kingdom
97724309,50822815,Present Gift,11,2023-01-30 15:19:28,58.94,748642566,United Kingdom
27571787,63820873,Perform Gift,20,2023-05-29 17:04:30,11.83,596670017,United Kingdom
31912978,16916132,Success Gift,1,2023-03-08 09:24:58,91.95,249417123,United Kingdom
53513125,86577616,Daughter Gift,3,2023-05-08 04:45:42,36.49,465596609,United Kingdom
49963979,82307334,Help Gift,15,2022-12-31 21:50:51,18.02,296587317,United Kingdom
49946812,77164381,Election Gift,9,2022-12-05 22:47:21,99.81,132068070,United Kingdom
26470692,75576241,Heart Gift,8,2023-03-02 17:44:34,99.08,405417155,United Kingdom
96983706,62840048,Drop Gift,19,2023-04-12 19:40:28,3.49,388002023,United Kingdom
65442454,76722164,Already Gift,9,2023-05-12 01:45:07,94.77,963115466,United Kingdom
21505330,75452973,Return Gift,7,2023-02-09 12:33:01,8.03,256665268,United Kingdom
52452468,71150708,Rich Gift,4,2023-05-06 10:44:21,94.11,341290777,United Kingdom
42068583,21098399,Realize Gift,15,2023-05-08 07:55:23,25.42,293096143,United Kingdom
65955436,71804027,Live Gift,1,2023-03-26 12:05:34,13.64,311417410,United Kingdom
22440716,82726729,Stuff Gift,17,2023-01-17 15:10:35,99.26,721160373,United Kingdom
48486613,77376344,When Gift,10,2023-03-22 03:23:48,54.55,581003052,United Kingdom
61195340,66303024,Base Gift,1,2023-03-19 10:17:00,23.69,753490905,United Kingdom
77281824,49719996,Few Gift,17,2022-12-24 13:15:07,97.42,941817106,United Kingdom
57101551,65779535,Industry Gift,3,2023-06-14 16:48:04,59.99,729360952,United Kingdom
17568905,96167282,Party Gift,5,2023-03-07 00:47:05,57.92,967577133,United Kingdom
20304430,94950747,Line Gift,8,2023-05-27 00:25:47,39.53,113781209,United Kingdom
17402902,75758495,Adult Gift,15,2023-02-18 00:13:57,88.49,828334708,United Kingdom
91020021,98254333,To Gift,19,2023-04-27 05:54:33,36.67,613649360,United Kingdom
C45441638,23554179,Per Gift,2,2022-12-11 17:11:33,96.8,453569863,United Kingdom
11409369,84573380,Security Gift,4,2023-04-10 09:00:19,4.94,642462671,United Kingdom
12610039,98812971,Either Gift,7,2023-06-29 06:24:53,89.02,967948429,United Kingdom
98354410,89139959,Recently Gift,17,2023-03-21 01:28:55,89.22,220676472,United Kingdom
86694667,33621231,Base Gift,11,2023-01-08 05:50:28,71.08,143408010,United Kingdom
49534843,70770171,Project Gift,14,2023-05-24 14:20:50,24.37,803475028,United Kingdom
89166453,51319636,Receive Gift,9,2023-01-07 02:59:40,7.96,627865087,United Kingdom
13973303,66116535,Significant Gift,8,2023-03-11 20:38:42,35.52,338265311,United Kingdom
98492510,72627043,Myself Gift,17,2023-04-09 07:57:48,65.23,337634893,United Kingdom
26601712,21830810,Idea Gift,5,2023-06-08 01:40:14,15.87,341842026,United Kingdom
32347434,58672897,Hold Gift,12,2023-03-26 22:03:02,30.65,363845350,United Kingdom
43607965,26285388,Each Gift,15,2023-04-06 19:35:22,11.88,349512914,United Kingdom
14723704,63418486,Media Gift,7,2023-06-06 00:14:43,26.21,382925754,United Kingdom
70828702,87826794,Affect Gift,12,2023-06-25 04:35:33,32.39,284822145,United Kingdom
37941922,31739814,Listen Gift,14,2023-03-28 15:51:24,21.7,892820393,United Kingdom
31104771,41607306,Throw Gift,14,2023-03-05 13:53:34,41.11,494730585,United Kingdom
C98239224,15606796,Far Gift,12,2023-06-04 19:31:48,77.4,810241956,United Kingdom
31734524,52274228,Instead Gift,1,2022-12-28 20:45:25,43.84,492812296,United Kingdom
33126409,64826120,Organization Gift,10,2023-06-24 13:18:59,54.82,900015277,Norway
13127668,59776438,Could Gift,5,2023-04-02 04:39:00,60.85,985585472,United Kingdom
28375279,59117195,Rich Gift,8,2023-02-03 03:34:23,78.66,435740201,United Kingdom
70273459,15138907,Approach Gift,12,2023-05-25 06:52:39,49.04,146960599,United Kingdom
34472657,35659667,Kind Gift,7,2023-01-29 18:17:45,95.61,788562459,United Kingdom
C78262047,27253956,Factor Gift,13,2023-03-24 03:24:35,31.09,821501912,United Kingdom
73724615,25497899,Magazine Gift,8,2023-01-14 04:03:15,65.16,850138140,United Kingdom
C21005939,16943682,Eat Gift,14,2023-02-21 17:48:44,31.78,791467129,United Kingdom
11974033,90922360,Author Gift,20,2023-05-11 02:16:58,41.37,691819236,United Kingdom
99016522,15606796,Far Gift,18,2023-06-17 16:17:50,56.73,292858602,United Kingdom
67151805,18657152,His Gift,16,2023-04-23 05:41:25,67.73,144180843,United Kingdom
88768291,16943682,Eat Gift,10,2023-02-13 19:26:37,99.69,834891484,United Kingdom
51311122,94950747,Line Gift,1,2023-03-26 09:19:52,77.06,678821715,United Kingdom
37334274,77938268,Small Gift,14,2022-12-18 21:35:28,75.41,615042463,United Kingdom
74716073,39614247,Course Gift,7,2023-03-27 22:01:16,87.02,965956843,United Kingdom
72244941,34632473,Professor Gift,10,2023-01-08 17:39:13,90.8,102234388,United Kingdom
89268954,96167282,Party Gift,5,2023-01-18 19:50:20,63.64,925444008,United Kingdom
97964368,35194682,Themselves Gift,5,2023-01-23 04:33:09,63.1,349067460,United Kingdom
C14982326,23244629,Approach Gift,13,2023-04-13 21:35:46,17.06,771733210,United Kingdom
54638601,87826794,Affect Gift,10,2023-03-26 08:09:09,1.06,530422979,United Kingdom
48855237,12404840,Paper Gift,10,2023-03-15 08:37:24,50.05,709724442,United Kingdom
71884736,58705266,Debate Gift,3,2023-05-30 22:03:52,53.57,285473871,United Kingdom
29911867,41616686,Media Gift,3,2023-06-15 18:02:39,45.99,272122426,United Kingdom
80692705,99075979,Seem Gift,12,2023-05-25 17:20:11,66.97,467871311,United Kingdom
C91226289,63831243,Decade Gift,14,2022-12-07 20:26:40,25.91,549966431,United Kingdom
80815021,73200728,Born Gift,17,2023-02-10 20:05:10,50.0,664237079,United Kingdom
36514437,45336746,Boy Gift,16,2023-05-31 01:52:07,21.04,826543871,United Kingdom
53229218,83092122,Health Gift,19,2022-12-27 11:56:19,24.78,214025078,United Kingdom
71735832,77100897,Talk Gift,15,2023-03-28 17:23:59,83.18,761219342,United Kingdom
63512094,61502401,Phone Gift,7,2023-06-01 04:46:08,36.65,600181432,United Kingdom
29797380,68411855,Another Gift,3,2023-05-12 12:33:00,67.27,669034191,United Kingdom
36886273,37294220,Like Gift,2,2023-04-30 04:21:04,57.22,272268176,United Kingdom
56871422,16991181,Gun Gift,5,2022-12-30 08:06:23,86.46,892929870,United Kingdom
16867310,59853057,Painting Gift,8,2023-01-15 13:18:04,2.49,725757584,United Kingdom
59895129,61808952,Player Gift,2,2023-02-06 23:11:40,68.51,778182338,United Kingdom
81065382,88294545,Car Gift,11,2023-02-15 19:54:57,70.32,538319424,United Kingdom
56652862,81148084,Involve Gift,9,2023-01-28 13:43:35,58.06,342703442,United Kingdom
64941950,53827994,Somebody Gift,10,2023-01-23 15:28:25,69.42,497365002,United Kingdom
19406773,79188451,Body Gift,12,2023-06-07 18:09:20,10.08,314577399,United Kingdom
41396936,63199258,Road Gift,19,2023-02-27 23:41:14,95.79,783057881,United Kingdom
85320723,33146437,Strong Gift,18,2023-02-20 09:27:56,70.05,969379468,United Kingdom
43734976,63121000,Young Gift,10,2023-02-12 11:59:02,63.1,954088080,United Kingdom
74629993,76818387,Whole Gift,19,2023-06-28 13:03:21,22.24,850790634,United Kingdom
68416401,58672897,Hold Gift,1,2023-01-26 19:28:16,36.19,661086243,United Kingdom
58095847,46274160,Service Gift,16,2023-06-09 04:28:41,11.57,297636168,United Kingdom
37346400,20841027,Future Gift,15,2023-04-22 11:01:02,84.35,398175406,United Kingdom
66508681,28914795,Friend Gift,14,2023-04-03 14:03:51,35.01,930052880,United Kingdom
38888417,64724775,Recent Gift,15,2023-01-02 07:01:01,34.36,887700116,United Kingdom
10134801,39563608,Key Gift,11,2023-06-24 09:02:24,87.9,234772994,United Kingdom
33510252,51676904,Agent Gift,12,2023-04-06 19:19:13,32.57,774275124,United Kingdom
19151484,78345905,Add Gift,9,2023-06-18 07:51:52,51.85,467871311,United Kingdom
23185551,50269319,Should Gift,5,2023-01-02 17:47:05,83.26,322002845,United Kingdom
41434421,68722501,Grow Gift,14,2023-02-17 00:56:35,20.25,141330427,United Kingdom
34299206,54087149,Hour Gift,7,2023-01-19 04:11:16,41.33,177738929,United Kingdom
47866998,91131586,Drive Gift,5,2023-05-12 18:13:30,17.07,682794784,United Kingdom
59864563,43383435,Of Gift,13,2023-01-05 17:02:43,95.17,903743590,United Kingdom
28035203,95894444,Stuff Gift,12,2023-04-03 17:07:28,63.07,431374661,United Kingdom
27070455,44102961,Maybe Gift,4,2023-02-27 00:59:39,72.88,717351321,United Kingdom
51074241,52003011,Wall Gift,18,2023-05-22 21:06:59,14.62,441992294,United Kingdom
75829339,36828055,Produce Gift,17,2023-03-11 17:34:43,29.24,482991019,United Kingdom
52732568,80368274,Guess Gift,1,2023-03-06 22:39:38,54.61,276163252,United Kingdom
47066616,24610281,Seem Gift,4,2023-03-31 16:48:12,84.96,198438074,United Kingdom
53392488,88023490,Understand Gift,16,2023-01-04 23:03:46,37.13,505303918,United Kingdom
95071120,23064183,Service Gift,18,2023-02-21 21:35:13,84.29,951711062,United Kingdom
38978640,10920101,Soon Gift,14,2023-06-16 17:48:22,62.08,653068980,United Kingdom
84149618,82213766,Medical Gift,5,2023-05-31 10:49:30,6.67,848841837,United Kingdom
81277309,92270105,Suggest Gift,18,2022-12-20 17:55:06,54.46,294764079,United Kingdom
87479922,18704759,Member Gift,7,2023-01-20 18:12:51,23.79,752150915,United Kingdom
C36522080,28196789,Bar Gift,16,2023-03-06 04:14:33,82.02,249417123,United Kingdom
33336253,91023242,Few Gift,8,2023-01-27 22:03:16,31.6,557907577,United Kingdom
40172667,26114440,Dream Gift,1,2023-02-05 20:23:58,61.12,688610072,France
12820661,67546344,Beat Gift,12,2023-05-15 12:09:06,75.37,836457362,United Kingdom
68312052,11693506,After Gift,12,2023-01-27 05:54:10,80.82,319014143,United Kingdom
83192315,57218006,Watch Gift,13,2023-03-26 19:50:34,12.87,231674884,United Kingdom
44592472,37974031,Leave Gift,15,2023-04-16 09:22:24,82.22,222497893,United Kingdom
19149907,20656620,Friend Gift,12,2022-12-08 00:13:22,28.77,648282410,United Kingdom
99505879,96839147,Keep Gift,2,2023-05-31 03:50:19,23.18,524511176,United Kingdom
56334705,70770171,Project Gift,18,2023-06-08 13:38:16,93.39,783057881,United Kingdom
82461202,71704570,May Gift,5,2023-06-05 12:00:42,66.02,201897062,United Kingdom
80651139,44420886,Protect Gift,12,2023-06-28 22:54:23,40.74,985774615,United Kingdom
89144549,58972233,Truth Gift,8,2023-03-25 10:27:54,39.47,411614081,United Kingdom
85701482,25419345,Develop Gift,9,2023-06-09 13:08:35,81.01,894286671,United Kingdom
42020090,54334265,Movement Gift,18,2023-06-05 04:44:47,74.46,352530922,United Kingdom
91250259,10422197,Cost Gift,16,2023-05-01 22:18:39,5.84,900015277,United Kingdom
47499837,49390485,Author Gift,11,2023-06-10 02:12:25,89.47,319014143,United Kingdom
60663104,54846771,Free Gift,16,2022-12-17 16:47:28,36.6,236993391,United Kingdom
98822750,36932821,It Gift,10,2023-06-06 08:58:26,69.86,836619169,United Kingdom
94220966,17914873,Mouth Gift,10,2023-06-21 23:16:27,85.13,982474579,United Kingdom
38329790,91081745,Book Gift,11,2023-05-26 22:48:57,10.97,515159335,United Kingdom
51764075,59744848,It Gift,9,2023-06-14 17:04:44,81.81,569689614,United Kingdom
79854411,17387813,Professor Gift,8,2023-06-05 06:16:16,81.43,665447361,United Kingdom
37598675,40693892,Able Gift,9,2022-12-02 15:12:34,11.26,622827305,United Kingdom
46695482,68722501,Grow Gift,19,2023-04-19 00:04:28,99.63,595258827,United Kingdom
30906968,69588863,Republican Gift,3,2023-05-15 16:52:45,86.7,920547561,United Kingdom
65328224,37949282,Office Gift,12,2023-02-08 19:30:47,44.85,612101192,United Kingdom
21926593,32923411,Machine Gift,10,2023-06-01 03:56:52,28.11,759458070,United Kingdom
28293795,99909980,Certainly Gift,19,2022-12-16 14:02:53,41.47,532515832,United Kingdom
13344827,10839144,Type Gift,11,2023-02-19 23:58:54,28.78,500677924,United Kingdom
65290907,68237258,Affect Gift,9,2023-05-21 21:05:26,65.87,465596609,United Kingdom
63646597,37071601,Respond Gift,2,2023-04-22 17:07:04,24.47,122229133,United Kingdom
67078737,77945533,Attack Gift,7,2023-06-05 15:05:49,36.62,852702775,United Kingdom
66003612,14029755,Knowledge Gift,10,2023-01-03 06:11:38,75.76,124764403,United Kingdom
10343638,94858772,Resource Gift,10,2023-02-07 07:16:12,45.52,398574607,United Kingdom
19493194,27703240,High Gift,12,2023-03-30 20:32:36,60.14,493460535,United Kingdom
81145457,39269409,Peace Gift,20,2023-05-05 12:05:34,93.4,184618672,United Kingdom
63462704,11346732,Hear Gift,10,2022-12-22 08:21:31,87.95,136451204,United Kingdom
78904069,29809723,Party Gift,1,2023-03-07 09:02:46,53.47,619922605,United Kingdom
73440372,66116535,Significant Gift,3,2023-02-06 19:30:57,62.91,652843770,United Kingdom
18450935,19402279,Always Gift,6,2023-01-06 18:50:15,86.83,218412966,United Kingdom
91919054,29700292,Majority Gift,14,2023-02-25 05:39:58,47.85,674163891,United Kingdom
57234992,26777887,Heavy Gift,3,2023-06-07 01:53:25,73.16,886167098,United Kingdom
68986821,47892498,Live Gift,19,2023-03-20 08:13:48,51.75,322002845,United Kingdom
95249784,98861801,Buy Gift,6,2023-05-17 17:54:47,8.69,604875246,United Kingdom
34179877,61502401,Phone Gift,15,2023-03-16 23:55:00,48.58,691692216,United Kingdom
66426483,22695328,Beyond Gift,18,2023-03-13 11:43:40,5.79,515224457,Netherlands
90221235,84115338,Green Gift,6,2023-04-08 11:27:47,72.96,198351886,United Kingdom
68398028,26161205,Condition Gift,18,2022-12-03 18:41:20,77.75,219145739,United Kingdom
70970479,72525841,Above Gift,7,2023-01-07 02:09:41,33.79,860518546,United Kingdom
25799094,15138907,Approach Gift,10,2023-03-06 23:18:52,4.94,619922605,United Kingdom
45057558,99909980,Certainly Gift,16,2022-12-16 08:47:15,85.07,788145181,United Kingdom
C34068345,49336697,Suddenly Gift,2,2023-06-15 06:57:29,31.03,680138561,United Kingdom
24963068,95894444,Stuff Gift,2,2023-03-06 09:45:54,1.55,967742706,United Kingdom
25569151,37475344,Home Gift,1,2023-03-13 00:34:53,35.51,544319807,United Kingdom
73891918,12213593,By Gift,16,2023-05-07 07:46:31,69.78,859086885,United Kingdom
59632692,51791310,Forward Gift,4,2022-12-03 10:59:26,97.58,259522123,United Kingdom
80265299,27765729,Shake Gift,1,2023-01-10 09:24:31,62.15,747721790,United Kingdom
24172968,28193831,Policy Gift,15,2023-06-22 12:19:33,37.47,721748209,United Kingdom
66491449,86836211,Enjoy Gift,10,2023-03-18 21:11:57,65.41,516008202,United Kingdom
83539771,24169491,Today Gift,14,2023-06-14 14:51:58,33.44,425419031,United Kingdom
17425414,14555315,Tax Gift,2,2023-04-11 19:54:26,83.01,755387972,United Kingdom
63031837,47939717,Positive Gift,3,2023-02-07 08:46:49,74.24,149643150,United Kingdom
76956251,84317111,View Gift,7,2022-12-03 06:57:58,72.25,680836734,United Kingdom
